-7.388650435659355198e-02 5.842530157659319157e-01 -5.823420345094167765e-11 4.387378784839170621e-16 -1.321804935191449541e-16 -2.243030585561200385e-01 -2.440437254672268019e-01 6.909467982384591700e-01 -3.423709435797349376e-02 -6.222669244406603334e-18 0.000000000000000000e+00 -1.207591694269230397e-31 -6.544828618254874215e-18 2.128567443036028531e-17 -3.139929656204298175e-02 -2.524963832893000193e-01 -4.864483688776881509e-18 1.033077875572742881e-17
5.842634433788479464e-01 7.380400184756119586e-02 3.738518393752258136e-10 3.432875994853063428e-15 -1.073881165521452042e-15 -2.999002141900429796e-01 1.411703352206835349e-01 3.989438608408862885e-03 -6.917830158406927943e-01 -9.111746832645840245e-16 5.484785090492705684e-17 -1.096117227904068589e-16 -6.128687339735392125e-17 7.317812753253575926e-17 -7.340537450569466216e-02 2.436226393265763512e-01 1.802028414967223674e-16 2.234419361039882900e-16
3.783473534468839716e-10 -1.087474554850587083e-11 -5.891452249789773665e-01 1.398832788506103125e-15 -6.659609165814335263e-01 -4.579669976578770729e-16 9.575673587391975161e-16 -1.110223024625156540e-16 -1.665334536937734811e-16 2.983508632531573555e-16 3.756531891426233380e-16 6.986480804749830645e-15 3.910344024308723965e-01 -2.376889934052839048e-01 -3.747002708109903324e-16 0.000000000000000000e+00 2.386681871006971696e-16 3.254239794683733672e-17
-7.380400184756122361e-02 5.842634433788478354e-01 -5.818155319954449939e-11 3.020144753991004438e-16 -2.751798300644532370e-16 -1.411703352206841733e-01 -2.999002141900433127e-01 -6.917830158406930163e-01 -3.989438608408751863e-03 -1.986141111309173898e-16 -2.651568661742021342e-17 4.343830914262228420e-17 2.052487150836866216e-16 4.744186427487313674e-16 -2.436226393265761569e-01 -7.340537450569412092e-02 1.077217187047654356e-16 2.786214334614675345e-16
5.842530157659319157e-01 7.388650435659348259e-02 3.738438046808010483e-10 3.528427550136824052e-15 -1.138817455262335989e-15 -2.440437254672273015e-01 2.243030585561202328e-01 3.423709435797336886e-02 6.909467982384592810e-01 1.309716224362489356e-15 1.215212719068064213e-16 -1.981526115805482732e-16 4.962972158138606044e-16 5.859303008408565839e-16 -2.524963832892993532e-01 3.139929656204284991e-02 1.214306433183763240e-16 5.551115123125802424e-16
3.783500638710000225e-10 -1.087435370090007562e-11 -5.891452249789792539e-01 -1.179619586960754113e-15 6.659609165814321941e-01 3.505225623645635835e-16 -5.611017293155606822e-16 -1.769282420224782548e-17 -4.887041292478411236e-16 -1.883586340083198175e-16 1.385666634952773110e-17 6.778191592371189971e-15 3.910344024308728406e-01 2.376889934052835995e-01 1.005448437181588606e-15 -1.010442543438599960e-16 1.235854951361914367e-16 -1.805196617188364883e-17
-3.485100448096514064e-02 2.745541959392642228e-01 -2.744885152276320162e-11 3.535533905932743970e-01 7.128398104763438929e-16 -3.090773783882144743e-02 4.405792899500721727e-01 -1.010017366120539023e-01 2.255705850331700402e-02 -3.535533905932738419e-01 1.364854947516156786e-16 -1.804939984785213293e-16 -5.048116445386178498e-16 -1.137180006060467954e-15 4.578873052342768979e-01 -8.926951330610351232e-02 3.535533905932734533e-01 3.535533905932730092e-01
2.745914419534252193e-01 3.455631674712930645e-02 1.757047064900593675e-10 -3.535533905932726206e-01 -1.341032251344305175e-15 1.378966512583164328e-01 -4.195830222530044229e-01 -1.811870353562185232e-02 1.018915318815096643e-01 3.535533905932739529e-01 -1.311583830192398743e-16 1.534198729437244324e-16 -2.025162675687200566e-16 -8.001814769088065832e-16 4.363597533633844505e-01 1.649848355009111700e-01 3.535533905932736198e-01 3.535533905932732313e-01
1.775705816653254387e-10 -5.103693326519252033e-12 -2.765030776360995479e-01 -5.289381942424203897e-17 1.680714990502803763e-01 2.226951262285226107e-16 -2.738152586612141448e-16 1.088267930632325076e-17 2.826515063669710059e-16 4.472446193368216985e-16 5.035942690358812257e-01 -4.963797056631377158e-01 -4.165885836863010838e-01 -4.709054801199399343e-01 -1.282313014452918232e-15 1.218575479237926640e-16 -1.899251155651482392e-16 2.276824562219559311e-18
-3.485100448096146303e-02 2.745541959392651665e-01 -2.744899030064127977e-11 -3.535533905932733423e-01 -2.030941848394102283e-16 -3.090773783882186723e-02 4.405792899500721727e-01 -1.010017366120539578e-01 2.255705850331589379e-02 3.535533905932742305e-01 4.629996583265723192e-17 -7.187842196357214097e-17 -1.717447371510709123e-16 -1.012279915790137843e-15 4.578873052342760652e-01 -8.926951330610342905e-02 -3.535533905932739529e-01 -3.535533905932741194e-01
2.745914419534213891e-01 3.455631674712836277e-02 1.757046717955898480e-10 3.535533905932748411e-01 -3.418315291816641902e-16 1.378966512583168491e-01 -4.195830222530046449e-01 -1.811870353562176211e-02 1.018915318815106358e-01 -3.535533905932740084e-01 -1.682209823430838274e-16 3.862501035364672312e-17 -1.886384797609055998e-16 -1.102023361728771018e-15 4.363597533633838954e-01 1.649848355009111978e-01 -3.535533905932738419e-01 -3.535533905932741749e-01
1.775704567652351684e-10 -5.103706336945321859e-12 -2.765030776360998255e-01 -1.569772279828504646e-16 1.680714990502803763e-01 -5.486062992776652436e-17 3.149607311070390381e-17 8.714274961352241888e-18 2.687737185591565492e-16 -1.911336198226433122e-16 -5.035942690358814477e-01 4.963797056631231719e-01 -4.165885836863184033e-01 -4.709054801199401563e-01 -1.330885271780268830e-15 1.283627609587056906e-16 -2.454362667964060662e-16 3.144186300207962859e-18
-3.455631674712703050e-02 2.745914419534242201e-01 -2.726065308918744111e-11 -3.535533905932741749e-01 -8.956913999512926810e-16 4.195830222530041453e-01 1.378966512583169324e-01 1.018915318815102056e-01 1.811870353562250457e-02 -3.535533905932738974e-01 1.296888690680395288e-16 -2.142390286331702756e-16 1.915439391586022729e-16 2.734300413454750270e-16 -1.649848355009109757e-01 4.363597533633840619e-01 -3.535533905932733978e-01 3.535533905932739529e-01
2.745541959392664433e-01 3.485100448096392634e-02 1.756753263836381586e-10 -3.535533905932728982e-01 -1.422013052649583262e-15 4.405792899500715620e-01 3.090773783882182213e-02 -2.255705850331680973e-02 -1.010017366120530558e-01 -3.535533905932741749e-01 1.333513275256356819e-16 -1.998301330271033336e-16 -3.025716587781554822e-16 1.133127357642890799e-17 -8.926951330610366497e-02 -4.578873052342765093e-01 3.535533905932737864e-01 -3.535533905932736198e-01
1.775697557743205479e-10 -5.103821228494287432e-12 -2.765030776360992149e-01 4.619243355874491641e-16 -1.680714990502812090e-01 -1.977584762613560088e-16 2.896988204881267848e-16 3.686287386450715076e-18 3.365363543395005763e-16 1.484611587311557290e-16 -4.963797056631306659e-01 -5.035942690358889973e-01 -4.165885836863003622e-01 4.709054801199401008e-01 7.658804146437603322e-16 -5.572799166575492791e-17 -2.333203075188805542e-16 5.204170427930421283e-17
-3.455631674713069423e-02 2.745914419534233319e-01 -2.726034777785566919e-11 3.535533905932737864e-01 9.361765906802156107e-16 4.195830222530050335e-01 1.378966512583163218e-01 1.018915318815100945e-01 1.811870353562161640e-02 3.535533905932737309e-01 -2.561096120325943967e-16 3.741775828093076667e-16 1.082772123117155200e-16 7.452748268111665567e-16 -1.649848355009113643e-01 4.363597533633839509e-01 3.535533905932736198e-01 -3.535533905932735088e-01
2.745541959392627795e-01 3.485100448096309367e-02 1.756755484282430837e-10 3.535533905932748966e-01 1.878103330568937707e-16 4.405792899500727278e-01 3.090773783882094783e-02 -2.255705850331687912e-02 -1.010017366120544435e-01 3.535533905932734533e-01 -3.647166769059899519e-16 3.844100374084557111e-16 3.774399438047528988e-16 1.778647272702023844e-16 -8.926951330610330415e-02 -4.578873052342765648e-01 -3.535533905932736198e-01 3.535533905932738974e-01
1.775698112854717792e-10 -5.103816024323859502e-12 -2.765030776360992704e-01 5.035576990108925344e-16 -1.680714990502811257e-01 -1.630640067418198669e-16 2.584737979205442571e-16 2.168404344971008868e-19 2.810252031082427493e-16 -7.488448880085818438e-17 4.963797056631303883e-01 5.035942690358738982e-01 -4.165885836863184033e-01 4.709054801199404339e-01 8.075137780672037024e-16 -6.613633252161577047e-17 -2.090341788552052549e-16 4.163336342344337027e-17
